step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,1_stopped,1_accumulated_waiting_time,1_average_speed,2_stopped,2_accumulated_waiting_time,2_average_speed,5_stopped,5_accumulated_waiting_time,5_average_speed,6_stopped,6_accumulated_waiting_time,6_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
160.0,206,13874.0,55.496,1.4992084742807334,62,5283.0,0.015003049286280306,56,3647.0,0.07676723634967343,34,2325.0,0.13731491387819875,54,4340.0,0.06507446393141048,206,15595.0
165.0,219,14948.0,59.792,1.1012453582001516,63,5597.0,0.014172484804079104,59,3937.0,0.04593614542054768,42,2520.0,0.058250985308744584,55,4615.0,0.0857674086458888,219,16669.0
170.0,231,16078.0,63.2992125984252,1.1286482174267258,63,5912.0,0.016569357230292098,63,4245.0,0.041690862688730554,50,2752.0,0.07222294461685298,55,4890.0,0.08108312933876587,231,17799.0
175.0,232,17155.0,66.23552123552123,1.015826618235727,61,6135.0,0.03600347965294289,64,4562.0,0.06481109328450615,51,3003.0,0.03259225990734865,56,5166.0,0.07438058725299239,232,18866.0
180.0,235,18202.0,68.9469696969697,0.8642936285335048,56,6281.0,0.05750136858337463,65,4885.0,0.05546498321835753,55,3271.0,0.0008296440641050142,59,5453.0,0.04837671960044714,235,19890.0
185.0,241,19335.0,73.23863636363636,0.6588697154764297,56,6399.0,0.04604820875175723,68,5217.0,0.05298335048414893,56,3549.0,0.01754455406950616,61,5754.0,0.015157817583546125,241,20919.0
190.0,245,20513.0,76.25650557620818,0.6336942009632842,56,6671.0,0.04847184755380454,72,5569.0,0.057994305633361366,56,3829.0,0.01612707309561421,61,6051.0,0.02938801122152779,245,22120.0
195.0,248,21583.0,77.08214285714286,0.8199621714060112,58,6955.0,0.0626813217228639,77,5940.0,0.030277606422308135,53,4058.0,0.07001642835068107,60,6327.0,0.04712773407323743,248,23280.0
200.0,253,22760.0,79.02777777777777,1.0345186614005502,61,7254.0,0.030585320561140297,83,6343.0,0.028840289136121654,53,4228.0,0.09592865632656529,56,6584.0,0.04323832098897797,253,24409.0
205.0,257,24033.0,83.44791666666667,1.0953381497839925,62,7564.0,0.03025296943611796,86,6766.0,0.04173082578705414,54,4474.0,0.050472644285352995,55,6835.0,0.05568747019580026,257,25639.0
210.0,257,25318.0,89.14788732394366,0.9786228812160996,62,7874.0,0.010821700933215437,86,7196.0,0.03215327803496879,54,4742.0,0.05481965416753314,55,7098.0,0.07220515621385686,257,26910.0
215.0,254,25430.0,89.2280701754386,1.0234236299221071,60,8136.0,0.02014030956658388,86,7628.0,0.028004851331427785,58,5022.0,0.03134702287543737,50,6981.0,0.07365090234704379,254,27767.0
220.0,242,24818.0,86.47386759581882,1.1747325662854193,55,8335.0,0.07377486963171727,84,7918.0,0.04284586665630646,58,5312.0,0.016803627864559665,45,6304.0,0.07607863299036167,242,27869.0
225.0,234,24254.0,84.50871080139373,1.442312559472121,55,8520.0,0.06302327563335895,82,8070.0,0.06830477803045676,59,5607.0,0.058479935737977835,38,5668.0,0.11104497220177945,234,27865.0
230.0,227,23896.0,83.26132404181185,1.4514495077009761,55,8795.0,0.05431528335151695,81,8237.0,0.07155376933543836,59,5902.0,0.06006541706614814,32,5821.0,0.11569746987799419,227,28755.0
235.0,224,24003.0,83.63414634146342,1.2071027586656697,58,9079.0,0.05801543555553757,77,8538.0,0.057286268143449774,59,6085.0,0.029403324026166335,30,5940.0,0.14194577005106326,224,29642.0
240.0,226,24531.0,84.5896551724138,1.3611281274028866,60,9378.0,0.07831422033660236,77,8904.0,0.060149288692326476,56,6152.0,0.035246216562533475,33,6071.0,0.12433932694867326,226,30505.0
245.0,232,25368.0,86.580204778157,1.5217511905147356,60,9678.0,0.06003249593309459,81,9292.0,0.06517965188474949,53,6207.0,0.08583755355066634,38,6227.0,0.08968486701984796,232,31404.0
250.0,240,26310.0,89.1864406779661,1.612989576140292,60,9978.0,0.08855034552510255,85,9705.0,0.06641433173075906,50,6274.0,0.09400214000616125,45,6419.0,0.06734614908537466,240,32376.0
255.0,247,27393.0,92.85762711864406,1.5682851511577691,61,10280.0,0.09003212695564852,87,10136.0,0.05922611361168993,48,6280.0,0.1097685563026543,51,6657.0,0.08008744503012459,247,33353.0
260.0,251,28480.0,95.25083612040133,1.4953576238320054,62,10588.0,0.09573783714790736,91,10582.0,0.035937717492474215,49,6445.0,0.11804569776353412,49,6532.0,0.06969779868916655,251,34147.0
265.0,249,29491.0,98.30333333333333,1.499059960070694,63,10901.0,0.07645347938918505,91,11037.0,0.028658414543347225,52,6700.0,0.09102568052906314,43,6020.0,0.08038411913292422,249,34658.0
270.0,247,30557.0,101.51827242524917,1.6630606115591102,64,11220.0,0.06988119589395057,91,11492.0,0.020374687082572854,55,6968.0,0.0768161653599465,37,5213.0,0.13653547213972467,247,34893.0
275.0,236,31317.0,103.69867549668874,1.489149364720287,62,11475.0,0.05524159991340607,88,11819.0,0.024900937057032297,59,7254.0,0.06469524902880025,27,5357.0,0.15748251992252926,236,35905.0
280.0,233,32009.0,106.69666666666667,1.1972453187502374,60,11688.0,0.04023596985750701,86,12018.0,0.05239001530097367,59,7459.0,0.032829217387063535,28,5469.0,0.15389029353207093,233,36634.0
285.0,237,32981.0,108.49013157894737,1.360083365789324,61,11883.0,0.06145686216284724,84,12142.0,0.09906750593587302,59,7593.0,0.03767058354655319,33,5594.0,0.11031000810072249,237,37212.0
290.0,240,33947.0,110.57654723127035,1.1428948465320463,59,12172.0,0.07504747804615848,81,12540.0,0.06836047876970246,61,7763.0,0.02354117268135698,39,5770.0,0.08042114335814905,240,38245.0
295.0,246,35048.0,113.05806451612904,1.42233926777152,59,12441.0,0.11463347221043052,84,12934.0,0.06019385386329701,58,7951.0,0.05678734888801064,45,5978.0,0.08622731214736631,246,39304.0
300.0,251,36280.0,116.65594855305466,1.5916389154278843,59,12709.0,0.11171281331459823,87,13359.0,0.05189438874448063,56,8161.0,0.1004292460763852,49,6216.0,0.07587206682210565,251,40445.0
305.0,257,37556.0,118.47318611987382,1.7844845220573684,60,13008.0,0.14319427392964038,90,13803.0,0.061619423208315593,56,8422.0,0.0956734818460958,51,6469.0,0.052921431440063886,257,41702.0
310.0,264,38861.0,122.97784810126582,1.7151881299820886,60,13308.0,0.12987254325035846,95,14266.0,0.04500753306126368,58,8684.0,0.09340184131229322,51,6724.0,0.024458262408609578,264,42982.0
315.0,267,40118.0,126.95569620253164,1.6216785105373852,60,13560.0,0.10147205548055568,97,14748.0,0.04292262455851837,59,8957.0,0.07829278071491534,51,6979.0,0.05100691334466036,267,44244.0
320.0,266,41100.0,130.0632911392405,1.3930061677023853,60,13781.0,0.08335785125082419,98,15236.0,0.04783657546089503,56,9141.0,0.05487300884383476,52,7235.0,0.08302616330122649,266,45393.0
325.0,273,42041.0,135.61612903225807,0.8118454556680087,65,14059.0,0.018245756709100617,101,15733.0,0.016522858643798932,55,9214.0,0.05790760365364851,52,7495.0,0.038701138795009006,273,46501.0
330.0,278,43132.0,139.13548387096773,0.6808414236499151,63,14359.0,0.008620102154386354,105,16249.0,0.0,55,9232.0,0.06869457920885018,55,7766.0,0.021267255667075508,278,47606.0
335.0,267,44242.0,142.2572347266881,0.8692589564409686,57,14622.0,0.0544280735790279,105,16774.0,0.00011430043563336997,51,9483.0,0.09935269914395813,54,8029.0,0.014465543757913216,267,48908.0
340.0,263,45302.0,145.19871794871796,1.044499027931588,58,14898.0,0.06923069378247326,104,17159.0,0.01966676098026645,50,9710.0,0.10930049686761666,51,8272.0,0.05267499448120423,263,50039.0
345.0,261,46361.0,148.59294871794873,1.1508144747405673,61,15197.0,0.08311252075844631,99,17427.0,0.052350680262114146,50,9925.0,0.08092311252795074,51,8510.0,0.06233342575962009,261,51059.0
350.0,263,47493.0,150.29430379746836,1.1569741613820075,64,15510.0,0.06570369967559765,96,17569.0,0.04433819652998666,52,10164.0,0.10273778816921915,51,8765.0,0.04512379206664655,263,52008.0
355.0,266,48612.0,151.9125,1.0575696894676425,68,15840.0,0.06594398047794946,91,18032.0,0.030944062994664765,54,10418.0,0.10096303856656644,53,9028.0,0.04821048811703215,266,53318.0
360.0,277,49923.0,155.04037267080744,1.0611272250491615,72,16189.0,0.057249051116780365,92,18485.0,0.034731269910904736,58,10701.0,0.10269012954739558,55,9302.0,0.04013172954519659,277,54677.0
365.0,285,51299.0,158.8204334365325,0.9718728214087339,73,16551.0,0.04527259603322731,96,18956.0,0.01975651573657029,61,10999.0,0.08981568813109012,55,9567.0,0.025057502080299957,285,56073.0
370.0,287,52702.0,161.66257668711657,0.8647341142768823,73,16916.0,0.034576042882926455,98,19444.0,0.026280782981585465,65,11314.0,0.06963366660691159,51,9811.0,0.03585367643197866,287,57485.0
375.0,294,54157.0,165.1128048780488,0.7930600752296758,73,17281.0,0.05086494781736609,101,19943.0,0.02713622752608053,69,11650.0,0.04713874749900915,51,10046.0,0.06281143417886058,294,58920.0
380.0,302,55652.0,168.13293051359517,0.8400681417058538,73,17646.0,0.0501289446494302,105,20457.0,0.03371986882964205,73,12009.0,0.03786178151773157,51,10294.0,0.0642517896011179,302,60406.0
385.0,304,56530.0,169.75975975975976,0.7340501437164509,75,18017.0,0.04544752716993614,105,20984.0,0.031073943642521785,77,12388.0,0.00032872951971940216,47,10006.0,0.06450894010790406,304,61395.0
390.0,301,57004.0,170.16119402985075,0.8563955649731617,77,18397.0,0.011650611565314314,106,21514.0,0.017608811976974496,79,12783.0,0.02105235138625564,39,9168.0,0.10591542267155606,301,61862.0
395.0,294,57646.0,172.59281437125748,1.0161159970008455,76,18771.0,0.01645981296202449,106,22044.0,0.018219590129072618,80,13183.0,0.04024035366009276,32,7886.0,0.13492085793402964,294,61884.0
400.0,288,58302.0,174.5568862275449,0.9317118841647963,73,19126.0,0.05262668579708384,105,22432.0,0.011139883925008627,83,13588.0,0.014052383086880445,27,8015.0,0.15073070110208564,288,63161.0
405.0,285,59285.0,178.03303303303304,1.0300264378987387,73,19474.0,0.04240921863758122,100,22712.0,0.03569073374554467,85,14007.0,0.030402148869266284,27,8122.0,0.13536369279895016,285,64315.0
410.0,290,60572.0,181.35329341317365,1.0742606599152107,74,19841.0,0.04216290987657319,97,22882.0,0.046843244649281995,85,14432.0,0.03381689472376555,34,8258.0,0.15439820670640514,290,65413.0
415.0,285,61464.0,182.92857142857142,0.8801727380196913,78,20223.0,0.023431150268382998,90,23334.0,0.05114728123156793,80,14645.0,0.023904412637741092,37,8434.0,0.10707921355534666,285,66636.0
420.0,290,62473.0,185.37982195845697,0.9880402746920386,81,20621.0,0.012341921879817145,91,23774.0,0.04668424134484967,78,14665.0,0.022496703623292917,40,8629.0,0.13857837902412004,290,67689.0
425.0,290,63602.0,184.88953488372093,1.2498119257574853,79,21008.0,0.03434156611025071,94,24239.0,0.0504284513570758,74,14657.0,0.0258362636818232,43,8839.0,0.15437633251161936,290,68743.0
430.0,282,64558.0,188.76608187134502,1.1471591453749799,76,21356.0,0.02962762660254566,97,24719.0,0.033454951889733665,69,15000.0,0.048546873976944835,40,8617.0,0.114584153469566,282,69692.0
435.0,280,65640.0,193.05882352941177,1.252023866353962,75,21708.0,0.035327117583279076,100,25214.0,0.01712909977284826,68,15318.0,0.05255767798289951,37,8210.0,0.08689916026011911,280,70450.0
440.0,283,66955.0,199.27083333333334,1.3634701484956322,73,22054.0,0.04172669425529912,102,25723.0,0.03557937704293241,72,15671.0,0.0761527845065525,36,7519.0,0.11789574311622864,283,70967.0
445.0,283,68246.0,204.94294294294295,1.1290524572471035,73,22400.0,0.0535777162595358,102,26231.0,0.018131578219644326,76,16040.0,0.04725169983625044,32,7673.0,0.10970914252785585,283,72344.0
450.0,288,69578.0,208.94294294294295,1.0742907600715452,73,22757.0,0.055427925705406375,102,26743.0,0.015961885703151494,82,16438.0,0.0228134883052754,31,7807.0,0.08941034595398087,288,73745.0
455.0,282,68344.0,206.4773413897281,1.0376429299682848,68,22255.0,0.05478244421467419,99,27128.0,0.047292655807001635,84,16858.0,0.022558968775712288,31,7934.0,0.10503200467935603,282,74175.0
460.0,278,65461.0,197.17168674698794,1.1459473725368279,62,20889.0,0.07357386049629171,95,27375.0,0.05518443287323643,86,17287.0,0.03475401586756172,35,8088.0,0.08962854843597813,278,73639.0
465.0,270,62957.0,189.06006006006007,1.2754005895109533,57,19959.0,0.06662892199960391,93,27516.0,0.05338714284417444,81,17546.0,0.03828746194390185,39,8260.0,0.08952994766736701,270,73281.0
470.0,263,60875.0,182.80780780780782,1.2221109682268494,53,20219.0,0.09200753624251444,91,27965.0,0.04229122949930656,78,17656.0,0.020950293894191313,41,8459.0,0.10902777581335184,263,74299.0
475.0,260,59120.0,178.0722891566265,1.3099608592557257,51,20455.0,0.07855695293702361,91,28067.0,0.01994146200420952,75,17676.0,0.0369886245254587,43,8673.0,0.10262191439059762,260,74871.0
480.0,259,58641.0,177.7,1.2940651086388786,58,20701.0,0.05477102666086748,86,27821.0,0.03892418103685451,70,18025.0,0.05882270001531336,45,8891.0,0.05520777843401368,259,75438.0
485.0,265,58642.0,179.33333333333334,1.366845817857906,64,20983.0,0.04655000264466463,83,27583.0,0.061299173213143446,72,18361.0,0.06790462113052842,46,9120.0,0.10018758346455471,265,76047.0
490.0,265,58346.0,180.08024691358025,1.361145683193902,65,20886.0,0.05911384244307254,78,27006.0,0.07590443710011316,76,18731.0,0.04740706709928195,46,9350.0,0.10188712382412336,265,75973.0
495.0,270,59299.0,183.58823529411765,1.2596278727070123,66,20393.0,0.05530427646654701,77,26747.0,0.06748688128725396,81,19123.0,0.006459477871110447,46,9580.0,0.12241588003736849,270,75843.0
500.0,278,60614.0,188.82866043613708,1.1055687010787212,66,19530.0,0.05363789704844659,77,26173.0,0.06002332536042105,85,19540.0,0.002440397436322796,50,9822.0,0.08195181173727202,278,75065.0
505.0,282,61925.0,192.91277258566979,0.7868594633698345,64,19832.0,0.05164720585093341,78,26240.0,0.06999251035714668,87,19974.0,0.0035680857005896227,53,10078.0,0.03183019410081879,282,76124.0
510.0,279,63228.0,195.75232198142416,0.6747156648615743,64,20118.0,0.053849650364008614,77,26308.0,0.049771880123922314,88,20412.0,0.02036790115021947,50,10318.0,0.031161397866371964,279,77156.0
515.0,280,64444.0,196.47560975609755,0.9652819524040197,67,20409.0,0.04099059395009062,78,26570.0,0.06995079884426929,89,20857.0,0.03965302934764993,46,10521.0,0.07092867434347497,280,78357.0
520.0,277,65609.0,198.21450151057402,1.1961243785813231,66,20720.0,0.043590733153064394,76,26733.0,0.08923062135886588,89,21302.0,0.0392331912568764,46,10732.0,0.05204877567276499,277,79487.0
525.0,283,66986.0,201.15915915915915,1.2087446291799313,68,21031.0,0.05709076628244357,77,26794.0,0.06648046174324727,92,21755.0,0.03202865458447089,46,10962.0,0.022322040068450743,283,80542.0
530.0,289,68378.0,204.1134328358209,1.076007514093426,68,21355.0,0.06227860758960186,79,26860.0,0.05304237085273105,94,22219.0,0.02514425699726001,48,11200.0,0.05268196788624619,289,81634.0
535.0,292,69778.0,212.09118541033433,0.921910989521975,68,21687.0,0.07480128404046178,80,26617.0,0.03544290040376847,95,22692.0,0.02687593008908486,49,11445.0,0.07555023052780857,292,82441.0
540.0,294,71176.0,215.0332326283988,0.8851653647515627,70,22027.0,0.057720540641162756,83,26683.0,0.03193725617824053,95,23167.0,0.02078910865337543,46,11658.0,0.0568882090173601,294,83535.0
545.0,294,72613.0,218.05705705705705,1.1013315073858703,71,22381.0,0.05964754253168731,80,27074.0,0.06526559007991718,97,23647.0,0.0101182256154456,46,11880.0,0.13693253513930892,294,84982.0
550.0,293,74054.0,221.05671641791045,1.2312237936604868,71,22736.0,0.05862218984624436,78,27436.0,0.07620530173024995,98,24133.0,0.005489247158961741,46,12110.0,0.1722477378186744,293,86415.0
555.0,299,75535.0,224.13946587537092,1.1942234319389355,75,23103.0,0.03784347957409844,79,27806.0,0.07851553992072785,99,24627.0,0.011106877343952494,46,12340.0,0.150533051458598,299,87876.0
560.0,302,77036.0,225.91202346041055,1.1678381613230668,77,23483.0,0.02722230875870019,78,28170.0,0.08916427686189228,101,25128.0,0.009633617039483722,46,12570.0,0.1588775133348266,302,89351.0
565.0,304,78517.0,228.24709302325581,0.9079842389040687,78,23863.0,0.025891204646240378,78,28545.0,0.08633220325045712,101,25633.0,9.786956575292103e-05,47,12801.0,0.10702387927430378,304,90842.0
570.0,303,79379.0,228.7579250720461,0.7583504207195615,78,24231.0,0.01825084452596492,78,28809.0,0.06844661675556529,97,25862.0,0.031262569315291665,50,13043.0,0.057229694065092415,303,91945.0
575.0,297,79949.0,229.73850574712642,0.9538281287039748,77,24588.0,0.021768869668634307,78,29038.0,0.056773860902221515,88,25818.0,0.06117107702282655,54,13311.0,0.07318766819556062,297,92755.0
580.0,288,80785.0,230.81428571428572,1.2927311166410316,76,24951.0,0.03017359221668571,79,29313.0,0.048362521538014625,81,25619.0,0.07965840813376103,52,13559.0,0.06741355417484962,288,93442.0
585.0,275,81713.0,234.134670487106,1.1762606980103882,73,25319.0,0.04267929964433377,80,29700.0,0.04723187960518709,74,25996.0,0.07035571819767969,48,13767.0,0.06430240674534031,275,94782.0
590.0,292,82982.0,238.45402298850576,1.0772107807910831,76,25693.0,0.039917346063906116,86,30112.0,0.04438170518476287,78,26369.0,0.04447725384213263,52,13986.0,0.018802078561939134,292,96160.0
595.0,306,84483.0,240.00852272727272,0.9345440344295297,79,26080.0,0.02743654740497983,91,30561.0,0.04836902951544164,84,26776.0,0.02910464874646298,52,14246.0,0.033090519648577885,306,97663.0
600.0,315,86013.0,245.75142857142856,0.5910944841080473,79,26456.0,0.018320174119919593,94,31028.0,0.014064923201828084,90,27216.0,0.010693522157767756,52,14506.0,0.06180677386161663,315,99206.0
605.0,322,87571.0,250.91977077363896,0.5275232641622071,78,26812.0,0.024085581512998357,96,31503.0,2.1136184717257568e-05,96,27686.0,0.009727757020547184,52,14766.0,0.0735853346693239,322,100767.0
610.0,324,89155.0,255.45845272206304,0.5369003715563752,76,27153.0,0.029383856166052703,96,31983.0,0.0,99,28173.0,0.024622843605608628,53,15027.0,0.05221219746913994,324,102336.0
615.0,327,90684.0,257.625,0.5146031769374463,76,27500.0,0.03602622054763716,93,32393.0,0.013094762018440018,103,28678.0,0.011663306419684192,55,15297.0,0.06972292480985826,327,103868.0
620.0,325,92201.0,263.43142857142857,0.5245636231995551,74,27870.0,0.04036290418507594,89,32724.0,0.022899933806870894,105,29199.0,0.016758213338430857,57,15577.0,0.04196461432952261,325,105370.0
625.0,326,93778.0,266.41477272727275,0.48869437028262974,76,28246.0,0.03629559324541356,88,33063.0,0.018629516508284334,106,29726.0,0.00035913517406127116,56,15849.0,0.02306415770510483,326,106884.0
630.0,329,95390.0,270.22662889518415,0.4239772715560823,79,28637.0,0.023045710319060553,89,33507.0,0.02210741902010185,107,30261.0,1.1370154522459779e-07,54,16102.0,0.01813793592139541,329,108507.0
635.0,327,96747.0,274.07082152974505,0.4655590378627801,83,29044.0,0.013789289521747022,91,33959.0,0.039577731928902994,101,30521.0,0.006724199592674879,52,16342.0,0.029253465901316483,327,109866.0
640.0,312,96761.0,271.80056179775283,0.6771805564146612,83,29433.0,0.010077963962757489,92,34415.0,0.04247557755069646,89,30450.0,0.024269493567107045,48,15941.0,0.09040805925180734,312,110239.0
645.0,302,96897.0,269.908077994429,1.0851421085833544,82,29801.0,0.014188203517865762,92,34875.0,0.028888041645664837,78,30365.0,0.08205737371667561,50,15237.0,0.08294343414058152,302,110278.0
650.0,298,97380.0,271.2534818941504,1.0721609735071336,80,30146.0,0.022077335947968544,92,35335.0,0.010667987805265013,76,30702.0,0.08710355232684751,50,14552.0,0.08591226995174361,298,110735.0
655.0,295,97536.0,273.97752808988764,0.9058739919150632,73,29985.0,0.032900671443899784,93,35797.0,0.020888948968382885,82,31055.0,0.0637012713523426,47,14775.0,0.057088685070722525,295,111612.0
660.0,295,97833.0,277.1473087818697,0.923494863060313,68,28719.0,0.04213262509878572,93,36262.0,0.02899235159930287,88,31466.0,0.030418568437165394,46,14973.0,0.06617342106847224,295,111420.0
665.0,300,98715.0,274.97214484679665,1.0195309017832561,67,28029.0,0.05303100259267782,93,36727.0,0.03584312561139023,94,31926.0,0.011651747407577455,46,15166.0,0.063293644981855,300,111848.0
670.0,305,99661.0,276.06925207756234,0.9513675349401292,65,28169.0,0.0495643381741698,94,37197.0,0.01958942529960995,99,32414.0,0.005005522086661926,47,15381.0,0.07466236685735884,305,113161.0
675.0,306,100754.0,279.09695290858724,0.9126813604190659,63,28427.0,0.051396034587436745,93,37606.0,0.03139359059753791,101,32917.0,0.014239742346870483,49,15367.0,0.0828179633983943,306,114317.0
680.0,308,102095.0,287.59154929577466,0.8078766878790604,66,28689.0,0.03804797187111253,89,37959.0,0.044793603890997034,103,33431.0,0.027407836432921166,50,15384.0,0.04187091599570457,308,115463.0
685.0,312,103574.0,294.2443181818182,0.807324204927691,67,28984.0,0.05160984033810344,89,38343.0,0.041255452059213514,103,33944.0,0.03283143773705552,53,15643.0,0.02488637301426476,312,116914.0
