step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,total_vehicle,1_stopped,1_accumulated_waiting_time,1_average_speed,2_stopped,2_accumulated_waiting_time,2_average_speed,5_stopped,5_accumulated_waiting_time,5_average_speed,6_stopped,6_accumulated_waiting_time,6_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
5.0,0,0.0,0.0,3.9714573588338684,2,0,0.0,0.11264041278076987,0,0.0,1.0,0,0.0,1.0,0,0.0,0.4092318049193023,0,0.0
10.0,1,0.0,0.0,7.6810143055998195,4,0,0.0,0.7261208264884655,0,0.0,1.0,0,0.0,1.0,1,0.0,0.46752613811614285,1,0.0
15.0,0,0.0,0.0,8.51777038910797,5,0,0.0,0.9105504915810695,0,0.0,0.23907605606273022,0,0.0,1.0,0,0.0,0.6463059408431083,0,0.0
20.0,1,3.0,0.42857142857142855,5.821802859405395,7,0,0.0,0.06953518069374591,0,0.0,0.7972925159637984,0,0.0,0.4345224921389413,1,3.0,0.5192142558171361,1,3.0
25.0,4,14.0,1.5555555555555556,5.217471569381853,9,1,4.0,0.3462288491376011,0,0.0,0.9829730236434673,1,0.0,0.466983055338906,2,10.0,0.19371743591422746,4,14.0
30.0,4,24.0,2.4,4.925773073504237,10,0,0.0,0.9785051292110858,1,1.0,0.006095740389659966,0,0.0,0.4681352168403225,3,23.0,0.24683988261366815,4,24.0
35.0,4,41.0,3.4166666666666665,5.029368924235776,12,0,0.0,0.08728644479791392,0,2.0,0.9207935077915476,1,3.0,0.61278413257522,3,38.0,0.14946037350393762,4,43.0
40.0,6,55.0,3.9285714285714284,5.2621495940006735,14,2,4.0,0.2430788820624178,0,2.0,0.9040968999592645,1,8.0,0.4820935397202791,3,43.0,0.10800963794569743,6,57.0
45.0,6,84.0,5.6,5.515164959048258,15,1,9.0,0.5731125198687977,0,4.0,0.46578547181955227,2,17.0,0.24710136065035063,3,58.0,0.2327279234970923,6,88.0
50.0,8,123.0,7.6875,4.530563599933712,16,1,14.0,0.3147006284192346,1,9.0,0.3720720104446411,3,31.0,0.2894006041388401,3,73.0,0.1679282353227542,8,127.0
55.0,11,163.0,9.055555555555555,3.751001104532105,18,3,26.0,0.00029826619014579017,1,12.0,0.4015805937696882,3,37.0,0.30042592375465016,4,90.0,0.000269944895604823,11,165.0
60.0,9,206.0,11.444444444444445,4.948931445240278,18,3,43.0,0.34676544440962187,1,17.0,0.647268389273738,2,47.0,0.26786937163788144,3,103.0,0.0,9,210.0
65.0,8,219.0,11.526315789473685,5.6518648101005295,19,2,43.0,0.47446608009635594,0,0.0,0.5408676559391985,3,62.0,0.40353195166828465,3,120.0,0.18271575420747505,8,225.0
70.0,10,262.0,12.476190476190476,6.09469547436825,21,3,53.0,0.09758798764632874,1,5.0,0.4727953762630742,3,77.0,0.48136497494268987,3,133.0,0.4692719710562139,10,268.0
75.0,10,312.0,14.181818181818182,5.41261255917483,22,3,68.0,0.43731085510951645,1,10.0,0.4694479843043056,3,92.0,0.2087687409480544,3,148.0,0.30694148800809806,10,318.0
80.0,10,332.0,15.090909090909092,3.7686951884002657,22,2,73.0,0.34137557367916405,0,2.0,0.4711087237157181,3,94.0,0.24498619233257612,5,169.0,0.17306263108607237,10,338.0
85.0,15,395.0,16.458333333333332,3.8209790604113394,24,4,87.0,0.2545262843117175,0,2.0,0.9801489655638304,5,114.0,0.2615709077766703,6,198.0,0.1387538119773006,15,401.0
90.0,16,472.0,18.88,3.6983166477506404,25,5,112.0,0.2519437874192684,0,2.0,0.9874199469131827,4,134.0,0.13677561902808166,7,230.0,0.12336683374775458,16,478.0
95.0,19,559.0,22.36,1.9680946417031675,25,7,139.0,0.0007209241865128055,0,0.0,0.14392338625538562,5,159.0,0.260686876019108,7,265.0,0.16827479313212884,19,563.0
100.0,17,602.0,22.296296296296298,2.545457551097073,27,5,152.0,0.0,0,0.0,0.7950143389416963,6,184.0,0.11921185983917096,6,280.0,0.22916242672856266,17,616.0
105.0,19,689.0,24.607142857142858,3.6655377039697004,28,5,177.0,0.04277241435836723,0,2.0,0.9827046729952755,7,214.0,0.1898854586196251,7,302.0,0.1157183500995258,19,695.0
110.0,19,784.0,26.133333333333333,3.595526161675063,30,5,202.0,0.150513359115346,0,2.0,0.33872210719274837,7,249.0,0.27639518603226415,7,337.0,1.3168085108602899e-06,19,790.0
115.0,23,885.0,30.517241379310345,2.2584138835973038,29,5,227.0,0.272897221938859,2,7.0,0.24472311592790166,8,285.0,0.19158124877302862,8,372.0,0.05480743655805009,23,891.0
120.0,23,996.0,33.2,2.1882427152787955,30,5,252.0,0.18847858523118677,2,17.0,0.3277497239652558,9,326.0,0.09731475045852024,7,407.0,0.17629912729883815,23,1002.0
125.0,25,1115.0,34.84375,2.2964668721412758,32,5,277.0,0.2811242837842523,3,28.0,0.166602293600508,10,374.0,0.08416008099353502,7,442.0,0.1979887582221286,25,1121.0
130.0,22,939.0,27.61764705882353,2.255805044289557,34,2,170.0,0.18500494356806038,3,43.0,0.4060951038265413,10,424.0,0.004498289954223518,7,428.0,0.0293527708612083,22,1065.0
135.0,22,999.0,28.542857142857144,3.746339318298484,35,2,10.0,0.07681243281036103,3,62.0,0.5651842513093643,10,474.0,0.0,7,461.0,0.09179156096459433,22,1007.0
140.0,24,1115.0,30.135135135135137,3.946912350793043,37,2,20.0,0.37148837772551224,5,83.0,0.4390912691438868,10,524.0,0.09307761519157538,7,496.0,0.1137260795094324,24,1123.0
145.0,26,1220.0,32.972972972972975,2.523875570973763,37,1,12.0,0.5757147438905399,7,111.0,0.03856257747862837,10,574.0,0.1543283417486251,8,531.0,0.09469205797994724,26,1228.0
150.0,28,1355.0,36.62162162162162,2.1771793743824546,37,1,17.0,0.3243839738065851,9,152.0,3.4956261798414296e-05,10,624.0,0.08535362107510175,8,570.0,0.1854371696835089,28,1363.0
155.0,31,1504.0,38.56410256410256,1.7997748668066083,39,3,29.0,0.1942677368826294,9,197.0,0.0,11,676.0,0.0,8,610.0,0.21506906524725908,31,1512.0
160.0,33,1613.0,41.35897435897436,1.1585687122823982,39,5,48.0,0.2060477666807299,7,204.0,0.02310218362185246,11,731.0,0.0,10,653.0,0.11721405297386933,33,1636.0
165.0,26,1676.0,41.9,2.1430440349685194,40,1,52.0,0.5035712342110794,7,222.0,0.044863417417923525,11,786.0,0.0,7,664.0,0.08959577845578989,26,1724.0
170.0,26,1800.0,42.857142857142854,3.8497027064717937,42,1,39.0,0.6271610112152864,7,259.0,0.2399789718291458,11,843.0,0.18797628644339845,7,675.0,0.0700686607035451,26,1816.0
175.0,28,1911.0,43.43181818181818,4.009292475075399,44,4,47.0,0.2357692446080821,7,294.0,0.31454038504100723,10,876.0,0.38898979884834617,7,708.0,0.10081223417544721,28,1925.0
180.0,28,2043.0,47.51162790697674,2.9024806998328807,43,2,55.0,0.4064898910180691,8,332.0,0.06926749870945381,11,927.0,0.16993868770913967,7,743.0,0.21556727844820095,28,2057.0
185.0,34,2200.0,48.888888888888886,2.1503156780411468,45,3,67.0,0.2449220163838021,10,379.0,0.08847492603520991,14,992.0,0.10714845736362977,7,778.0,0.16525254909314535,34,2216.0
190.0,38,2378.0,51.69565217391305,1.7963632703382102,46,4,82.0,0.10605358327436129,10,429.0,0.0429453681975939,15,1066.0,0.19191328512885208,9,817.0,0.09575706548965976,38,2394.0
195.0,37,2553.0,54.319148936170215,2.1786106953627815,47,3,97.0,0.3458686648490485,10,469.0,0.02195082375132235,15,1139.0,0.1536974119259677,9,862.0,0.0,37,2567.0
200.0,35,2659.0,55.395833333333336,2.778014256381187,48,2,47.0,0.6634523022088645,10,519.0,0.09165005586994975,15,1214.0,0.055666995693827485,8,895.0,0.0,35,2675.0
205.0,37,2818.0,56.36,2.887869760921932,50,4,59.0,0.4039198074116472,10,571.0,0.21073426675389711,15,1273.0,0.06038085868927263,8,935.0,0.0,37,2838.0
210.0,38,3005.0,60.1,2.4449720299770137,50,5,81.0,0.30785750304198634,10,621.0,0.1515423173949003,15,1348.0,0.013408906414129508,8,977.0,0.11061726804582919,38,3027.0
215.0,40,3204.0,62.8235294117647,2.173957020041493,51,5,106.0,0.24940853152512713,11,676.0,0.10234808831488017,16,1427.0,0.05427624455350531,8,1017.0,0.07344829679218896,40,3226.0
220.0,45,3414.0,65.65384615384616,1.3318846530128792,52,7,135.0,0.1037324426960458,13,735.0,0.09517055031417324,16,1507.0,0.05611069260561236,9,1059.0,4.581238726192167e-06,45,3436.0
225.0,45,3638.0,71.33333333333333,1.1931036383227225,51,8,174.0,0.10676538384284573,12,795.0,0.17882725586932952,16,1587.0,0.016099356005840396,9,1104.0,0.09328195028225869,45,3660.0
230.0,46,3864.0,72.90566037735849,1.1193531746559962,53,9,215.0,0.09561286341448995,12,855.0,0.1431257308989518,16,1667.0,0.05340811678602513,9,1149.0,0.07206132155951162,46,3886.0
235.0,49,4096.0,75.85185185185185,0.961156097768756,54,10,260.0,0.08744549637163995,14,917.0,0.08062764459622698,16,1747.0,0.05369242949392378,9,1194.0,0.09790399851272412,49,4118.0
240.0,48,4327.0,78.67272727272727,1.1713030259230863,55,8,294.0,0.17496285067326994,14,987.0,0.1109782063332955,17,1829.0,0.014396088042020765,9,1239.0,0.0,48,4349.0
245.0,50,4571.0,80.19298245614036,1.0630193430599377,57,9,337.0,0.13517136274394861,15,1060.0,0.06175116451327557,17,1914.0,0.10536154394929693,9,1284.0,0.0,50,4595.0
250.0,45,3893.0,65.98305084745763,1.2886960521833013,59,9,382.0,0.12065046979073718,14,1123.0,0.039491272979592415,19,2001.0,0.09748869237923195,3,943.0,0.10263284276548083,45,4449.0
