step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,total_vehicle,1_stopped,1_accumulated_waiting_time,1_average_speed,2_stopped,2_accumulated_waiting_time,2_average_speed,5_stopped,5_accumulated_waiting_time,5_average_speed,6_stopped,6_accumulated_waiting_time,6_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
5.0,0,0.0,0.0,12.298937724116238,24,0,0.0,0.8962202200139663,0,0.0,0.9249925995679913,0,0.0,0.9231965288967156,0,0.0,0.787378251297468,0,0.0
10.0,0,0.0,0.0,12.451312924193815,24,0,0.0,0.85831245557702,0,0.0,0.9168637224159405,0,0.0,0.9565156483633,0,0.0,0.8454204164973255,0,0.0
15.0,7,9.0,0.375,5.944822661978544,24,2,3.0,0.2099175728448605,2,2.0,0.22256804999572988,1,1.0,0.337403841363304,2,3.0,0.5431197653818287,7,9.0
20.0,13,64.0,2.6666666666666665,5.456760061460173,24,4,21.0,0.3179124910348369,3,14.0,0.3515083319518242,3,13.0,0.23776182372439314,3,16.0,0.3652752188379953,13,64.0
25.0,15,133.0,5.782608695652174,3.4680785790684547,23,5,42.0,0.15402859897372267,3,29.0,0.1777622269810637,3,28.0,0.0,4,34.0,0.0037449271621972013,15,133.0
30.0,17,202.0,9.181818181818182,2.021746080813014,22,4,52.0,0.0034512464196663787,5,48.0,0.0005654186132508596,3,43.0,0.0,5,59.0,1.1326815454982171e-05,17,202.0
35.0,16,278.0,13.9,1.7368378985810176,20,5,77.0,3.876232958889803e-06,3,65.0,0.23261163764642273,3,58.0,0.0,5,84.0,0.0,16,284.0
40.0,16,358.0,18.842105263157894,2.018301593554844,19,5,102.0,0.0,3,76.0,0.22812534986852684,3,73.0,0.0,5,109.0,0.0,16,360.0
45.0,16,424.0,22.31578947368421,1.650407523953634,19,4,112.0,0.0,4,92.0,0.0004086725628717802,3,88.0,0.0,5,134.0,0.0,16,426.0
50.0,16,504.0,29.647058823529413,0.7558043528028254,17,4,132.0,0.0,4,112.0,0.0,3,103.0,0.0,5,159.0,0.0,16,506.0
55.0,16,584.0,34.35294117647059,0.705595610283423,17,4,152.0,0.0,4,132.0,0.0,3,118.0,0.0,5,184.0,0.0,16,586.0
60.0,8,324.0,20.25,2.5667631816756806,16,1,88.0,0.12962295229149395,4,152.0,0.0,1,85.0,0.17104241870120718,2,123.0,0.05297489399017833,8,448.0
65.0,8,364.0,22.75,6.4445445795521294,16,1,52.0,0.0,4,174.0,0.2809414456390336,1,52.0,0.607318779494748,2,94.0,0.31859186715028126,8,372.0
