step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,total_vehicle,1_stopped,1_accumulated_waiting_time,1_average_speed,2_stopped,2_accumulated_waiting_time,2_average_speed,5_stopped,5_accumulated_waiting_time,5_average_speed,6_stopped,6_accumulated_waiting_time,6_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
5.0,0,0.0,0.0,12.232808021084233,24,0,0.0,0.8990394567111176,0,0.0,0.8960250194665326,0,0.0,0.8945463821279601,0,0.0,0.8317771007465108,0,0.0
10.0,0,0.0,0.0,12.613370484256947,24,0,0.0,0.9251748162183868,0,0.0,0.8570514539797184,0,0.0,0.9390520068609549,0,0.0,0.9122567845544035,0,0.0
15.0,5,6.0,0.25,6.197459055867971,24,1,1.0,0.21178658959293037,2,3.0,0.33035551593726403,1,1.0,0.3886561525744364,1,1.0,0.6373361483230428,5,6.0
20.0,14,71.0,2.9583333333333335,4.8641455149763795,24,4,21.0,0.3231561929845028,4,22.0,0.316654961155836,3,16.0,0.22995290861769732,3,12.0,0.32406381734301715,14,71.0
25.0,15,145.0,6.041666666666667,3.4547451666533653,24,4,41.0,0.18671831178205445,4,42.0,0.0,3,31.0,0.0,4,31.0,0.036798540565545164,15,145.0
30.0,17,216.0,9.818181818181818,2.5828886360317993,22,4,49.0,0.17605118481302434,4,62.0,0.0,3,46.0,0.0,6,59.0,9.180900484549537e-05,17,216.0
35.0,16,282.0,14.842105263157896,1.0452373200551983,19,4,69.0,0.010878054277171142,3,65.0,0.2480012796293852,3,61.0,0.0,6,89.0,0.0,16,284.0
40.0,16,351.0,18.473684210526315,1.5825306058754303,19,5,93.0,1.5753251797123577e-05,3,80.0,0.21671394009304681,3,76.0,0.0,5,104.0,0.0,16,353.0
45.0,16,423.0,22.263157894736842,1.6778293093108545,19,4,109.0,0.0,4,96.0,0.0012781376847117202,3,91.0,0.0,5,129.0,0.0,16,425.0
50.0,16,503.0,27.944444444444443,1.2529659278491507,18,4,129.0,0.0,4,116.0,2.710268073479972e-06,3,106.0,0.0,5,154.0,0.0,16,505.0
55.0,16,583.0,34.294117647058826,0.5411632596150352,17,4,149.0,0.0,4,136.0,0.0,3,121.0,0.0,5,179.0,0.0,16,585.0
60.0,8,323.0,19.0,3.1659802031067446,17,1,88.0,0.13469311874493622,4,156.0,0.0,1,88.0,0.13642649863210354,2,119.0,0.09102747400933629,8,451.0
65.0,5,240.0,15.0,7.521078929471951,16,1,50.0,0.0,1,101.0,0.5531714527740487,1,52.0,0.5880801185406529,2,91.0,0.3048228580476852,5,294.0
70.0,5,265.0,17.666666666666668,8.781733194526971,15,1,57.0,0.4704059741671974,1,58.0,0.6412290837648523,1,57.0,0.6368552287557079,2,101.0,0.33289051787994905,5,273.0
75.0,6,292.0,22.46153846153846,5.284791780808832,13,1,62.0,0.38199054046817715,1,61.0,0.024433832802261444,1,62.0,0.05614933640231188,3,113.0,0.00043987675209983,6,298.0
80.0,8,329.0,29.90909090909091,3.0028913850763232,11,2,70.0,1.6648434732196555e-05,1,66.0,0.0,2,71.0,0.0001610713146733732,3,128.0,0.0,8,335.0
