step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,total_vehicle,1_stopped,1_accumulated_waiting_time,1_average_speed,2_stopped,2_accumulated_waiting_time,2_average_speed,5_stopped,5_accumulated_waiting_time,5_average_speed,6_stopped,6_accumulated_waiting_time,6_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
5.0,0,0.0,0.0,12.18045994765655,24,0,0.0,0.9432469403851934,0,0.0,0.9475948573263544,0,0.0,0.8080352743963696,0,0.0,0.8049102758342875,0,0.0
10.0,0,0.0,0.0,12.278012224603899,24,0,0.0,0.8878668471277927,0,0.0,0.8930170677113846,0,0.0,0.8635874098035714,0,0.0,0.9123624576062613,0,0.0
15.0,6,6.0,0.25,5.228642588988256,24,2,2.0,0.20737695504042727,3,3.0,0.005356975651041759,1,1.0,0.37137083130585374,0,0.0,0.561582993641029,6,6.0
20.0,14,73.0,3.0416666666666665,5.3654187292778515,24,4,21.0,0.3045660493579002,4,23.0,0.3216320867814371,3,15.0,0.23227002693297666,3,14.0,0.4826313578761237,14,73.0
25.0,14,143.0,5.958333333333333,3.847255569361749,24,4,41.0,0.15772173530395214,4,43.0,0.3212637762731634,3,30.0,0.0,3,29.0,0.08720444419947594,14,143.0
30.0,15,191.0,8.304347826086957,2.3774770705400177,23,4,50.0,0.004564490551863798,3,47.0,0.05786711461368471,3,45.0,0.0,5,49.0,4.1664027315642044e-05,15,191.0
35.0,18,278.0,13.238095238095237,2.0336220567902137,21,5,74.0,0.0,5,72.0,0.16336782736176036,3,60.0,0.0,5,74.0,0.0,18,280.0
40.0,18,368.0,18.4,1.2583012510659592,20,5,99.0,0.0,5,97.0,0.11173009674337674,3,75.0,0.0,5,99.0,0.0,18,370.0
45.0,16,417.0,21.94736842105263,0.8382594590257059,19,4,110.0,0.0,4,106.0,0.053804081254565074,3,90.0,0.0,5,124.0,0.0,16,430.0
50.0,16,497.0,26.157894736842106,1.9285477190149753,19,4,130.0,0.0,4,115.0,0.0,3,105.0,0.0,5,149.0,0.0,16,499.0
55.0,16,577.0,30.36842105263158,1.8753624525086565,19,4,150.0,0.0,4,135.0,0.0,3,120.0,0.0,5,174.0,0.0,16,579.0
60.0,8,322.0,20.125,2.631219523471059,16,1,88.0,0.12335264001255995,4,155.0,0.0,1,88.0,0.12419285079604606,2,119.0,0.08672694434022038,8,450.0
65.0,8,362.0,22.625,6.6973976656333765,16,1,51.0,0.0,4,177.0,0.3012951013423734,1,53.0,0.65398882036558,2,89.0,0.3164843188813402,8,370.0
70.0,8,402.0,25.125,6.487195592959656,16,1,56.0,0.0,4,197.0,0.30041131812961713,1,58.0,0.6370924124324984,2,99.0,0.3124944695394682,8,410.0
75.0,10,445.0,12.36111111111111,8.627374796940087,36,1,61.0,0.7906838009133247,6,220.0,0.43770688463926816,1,61.0,0.6626901843576312,2,109.0,0.6004957937775797,10,451.0
80.0,10,494.0,13.35135135135135,9.128292779960503,37,1,66.0,0.8067790747619968,5,244.0,0.4970254925873034,1,66.0,0.7241778795441568,3,124.0,0.6145366705241426,10,500.0
85.0,12,546.0,15.166666666666666,4.958844988275143,36,1,71.0,0.17256280176748487,5,269.0,0.25945138431888165,1,71.0,0.4755576321466152,5,141.0,0.2665231914990892,12,552.0
90.0,24,648.0,18.514285714285716,4.21896682786073,35,5,90.0,0.27920621920528854,9,308.0,0.17279020547317497,4,87.0,0.18944659868724312,6,169.0,0.24482284235042412,24,654.0
95.0,24,768.0,23.272727272727273,3.520569908144901,33,5,115.0,0.35290088571544126,9,353.0,0.09074391095483916,4,107.0,0.0,6,199.0,0.23444694437222494,24,774.0
