step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,total_vehicle,1_stopped,1_accumulated_waiting_time,1_average_speed,2_stopped,2_accumulated_waiting_time,2_average_speed,5_stopped,5_accumulated_waiting_time,5_average_speed,6_stopped,6_accumulated_waiting_time,6_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
5.0,0,0.0,0.0,5.729596694139764,2,0,0.0,0.173679210330356,0,0.0,1.0,0,0.0,1.0,0,0.0,0.7268822089524843,0,0.0
10.0,1,0.0,0.0,7.671970633436315,4,0,0.0,0.9666242448354603,0,0.0,1.0,0,0.0,1.0,1,0.0,0.46825963812052757,1,0.0
15.0,0,0.0,0.0,9.422477304654835,5,0,0.0,0.9544397476645599,0,0.0,0.3355716842119289,0,0.0,1.0,0,0.0,0.7208436247331976,0,0.0
20.0,2,6.0,0.8571428571428571,7.116299266591277,7,1,2.0,0.09841900104482876,0,0.0,0.9878681609186297,0,0.0,0.8037078013370269,1,4.0,0.5755609854471574,2,6.0
25.0,3,12.0,1.3333333333333333,5.361966361093005,9,0,0.0,0.9730901929253121,0,0.0,0.9141125998554805,1,0.0,0.4858026880774457,2,12.0,0.10344953414578817,3,12.0
30.0,4,30.0,3.0,6.381886029211756,10,0,0.0,0.9468916476120358,1,5.0,0.48341200539044404,0,0.0,0.6326013293064531,3,27.0,0.2295366049206686,4,32.0
35.0,4,43.0,3.5833333333333335,4.908761753937587,12,0,0.0,0.12130143807529817,0,2.0,0.9453256945873625,1,1.0,0.6471965276266619,3,42.0,0.02290136617101313,4,45.0
40.0,7,59.0,4.214285714285714,4.462509900653266,14,2,4.0,0.31426576633641445,1,5.0,0.00020740258739173205,1,6.0,0.48853185534518606,3,46.0,0.10070460002016333,7,61.0
45.0,8,95.0,6.333333333333333,5.501984353293444,15,1,9.0,0.6053656739676286,1,12.0,0.49485194291462664,3,17.0,0.06886732758733421,3,61.0,0.24422565286906833,8,99.0
50.0,8,135.0,8.4375,4.625672611998329,16,1,14.0,0.356157727401378,1,17.0,0.39156466599806805,3,32.0,0.3213063609256911,3,76.0,0.13785710574791918,8,139.0
55.0,7,81.0,4.5,4.930657702969668,18,2,23.0,0.013369635928838927,1,22.0,0.514103356774339,3,36.0,0.340926444364955,1,53.0,0.12288029002264571,7,134.0
60.0,6,106.0,6.235294117647059,6.907028852382685,17,2,30.0,0.49051137168913295,1,27.0,0.7122045833320373,2,46.0,0.5293566129624756,1,9.0,0.0,6,112.0
65.0,7,138.0,7.2631578947368425,6.302303636111461,19,2,40.0,0.48282396882306244,1,34.0,0.5826146941077005,3,58.0,0.44578293469084856,1,14.0,0.23592878222227948,7,146.0
70.0,11,182.0,8.666666666666666,4.326816798326892,21,3,50.0,0.07506577228019622,4,48.0,0.18620485118997676,3,73.0,0.33545042518472057,1,19.0,0.636419700659046,11,190.0
75.0,13,240.0,10.909090909090908,4.239640170215772,22,2,58.0,0.5401606600365128,5,72.0,0.07355883014417484,5,94.0,0.17403264436050003,1,24.0,0.4334912351578348,13,248.0
80.0,12,284.0,12.347826086956522,3.9248026531830114,23,2,70.0,0.34050044710181304,3,71.0,0.23581568210054432,5,119.0,0.22823195391362827,2,32.0,0.3138289799667476,12,292.0
85.0,15,331.0,13.24,3.070819498057693,25,4,85.0,0.2724024258551626,3,86.0,0.1410900400567955,6,126.0,0.1855124495248881,2,42.0,0.1145382522636401,15,339.0
90.0,16,402.0,16.08,3.6595265518787494,25,5,110.0,0.2744897874215581,3,101.0,0.10030885716353097,6,155.0,0.12788804657531777,2,44.0,0.483373476108788,16,410.0
95.0,16,482.0,18.53846153846154,3.406251672767531,26,5,135.0,0.008102801051613111,3,116.0,0.22365439917760083,6,185.0,0.2430484942306716,2,54.0,0.49338149147066196,16,490.0
100.0,18,552.0,20.444444444444443,3.463700299839966,27,5,149.0,5.805213297940865e-06,3,129.0,0.2098053618117111,8,216.0,0.16295709473660092,2,64.0,0.30768703792691227,18,558.0
105.0,18,638.0,22.785714285714285,3.957103798399104,28,5,174.0,0.037124800435252986,3,146.0,0.36582024523274254,8,252.0,0.21901254441212908,2,74.0,0.01948294124441548,18,646.0
110.0,20,733.0,25.275862068965516,3.1969872346407926,29,5,199.0,0.12206600918455394,4,163.0,0.18169231003171724,8,292.0,0.11165572167700422,3,87.0,2.7105410800687794e-05,20,741.0
115.0,24,840.0,28.96551724137931,2.26451159335937,29,5,224.0,0.27766717250562956,5,184.0,0.15942614298374694,10,338.0,0.0872501561954767,4,102.0,0.05552198212867944,24,848.0
120.0,24,957.0,31.9,2.559678700149769,30,5,249.0,0.05717730483558256,5,209.0,0.1454268685184191,11,390.0,0.08209448316093794,3,117.0,0.34220142606694176,24,965.0
125.0,23,988.0,30.875,2.432160487159278,32,5,274.0,0.155502613281884,6,237.0,0.07627424419289276,11,445.0,0.03134268683978865,1,56.0,0.4523225939708797,23,1012.0
130.0,22,858.0,26.0,3.002545254934251,33,1,165.0,0.30723098333357024,6,267.0,0.2621687902731218,12,506.0,0.18708934942482797,3,48.0,5.571726569470847e-05,22,986.0
135.0,20,906.0,26.647058823529413,3.914676049830456,34,1,47.0,0.3034768655397428,6,299.0,0.3930815700038046,11,557.0,0.17127782939917977,2,58.0,0.21337854749414797,20,961.0
140.0,23,1014.0,28.166666666666668,3.5651938946204607,36,1,7.0,0.5114923443004055,7,333.0,0.32047619636995484,13,616.0,0.07155607647558224,2,68.0,0.31547241851597635,23,1024.0
145.0,27,1139.0,31.63888888888889,1.9437225157061917,36,1,12.0,0.5342533060426509,9,373.0,0.021988332498718885,14,686.0,0.1042421410690721,3,78.0,0.20382106764641725,27,1149.0
150.0,30,1282.0,34.648648648648646,1.8184465046334546,37,2,20.0,0.2861470041793038,11,425.0,3.8798139622572175e-05,14,756.0,0.06415148787060079,3,91.0,0.3126964731642119,30,1292.0
155.0,32,1438.0,36.87179487179487,1.4199352269167242,39,3,34.0,0.20502245221621326,11,480.0,0.0,14,826.0,0.001815734637222448,4,108.0,0.29324773555837474,32,1448.0
160.0,31,1519.0,37.975,1.6816990110689976,40,4,24.0,0.2065852496150322,10,497.0,0.0,15,900.0,2.772343399804486e-06,2,108.0,0.3911885913930156,31,1529.0
165.0,30,1669.0,40.707317073170735,2.865180237423432,41,3,41.0,0.4011142791139951,10,549.0,0.09912864906338625,15,977.0,0.14173287723867228,2,118.0,0.32388699421983236,30,1685.0
170.0,30,1810.0,42.093023255813954,2.1702910412070966,43,4,61.0,0.2818781077311382,10,599.0,0.13037284452282283,14,1038.0,0.08334610633507324,2,130.0,0.13815194070850184,30,1828.0
175.0,38,1981.0,45.02272727272727,1.4270343417752975,44,7,85.0,0.10951546807242055,11,653.0,0.1468427851949593,17,1114.0,0.030678096052420882,3,145.0,0.27492431980673715,38,1997.0
180.0,36,2156.0,47.91111111111111,2.0198623983239035,45,6,115.0,0.20700573894671576,11,708.0,0.05322643799860907,17,1199.0,0.05168589018287059,2,150.0,0.5787546078708857,36,2172.0
185.0,37,2338.0,49.744680851063826,2.42130020065205,47,6,145.0,0.1405413166008773,12,765.0,0.06791124987300937,17,1286.0,0.16838168784625215,2,158.0,0.40518200591009845,37,2354.0
190.0,34,2082.0,42.48979591836735,2.040959974426555,49,6,156.0,0.062974224558026,12,825.0,0.028150550727367815,13,1140.0,0.1581870340041772,3,170.0,0.015731108619825098,34,2291.0
195.0,29,2060.0,42.04081632653061,3.434785288289047,49,5,181.0,0.35805163843923643,12,874.0,0.020305895986727867,9,1004.0,0.2581370348003475,3,182.0,1.4895429357741925e-05,29,2241.0
200.0,30,2200.0,44.0,3.7015737195936316,50,5,208.0,0.4238470881070765,12,934.0,0.07260159109755619,10,926.0,0.22664695420626216,3,197.0,0.0,30,2265.0
205.0,32,2350.0,47.0,2.782659599472209,50,8,240.0,0.3218154844752966,12,994.0,0.12433283125290988,9,970.0,0.10585861790325324,3,212.0,0.0,32,2416.0
210.0,34,2317.0,46.34,2.83166839139958,50,9,286.0,0.28696502618202757,12,1054.0,0.1310946770959876,12,1023.0,0.023011231954554477,1,19.0,0.0,34,2382.0
215.0,39,2504.0,49.09803921568628,2.6122294684346588,51,13,343.0,0.18941030958557944,12,1116.0,0.16214113288418547,13,1088.0,0.06886422565054584,1,24.0,0.0,39,2571.0
220.0,40,2666.0,52.27450980392157,1.5100573598703015,51,15,415.0,0.07785766639794273,14,1179.0,0.12671223977152343,10,1115.0,0.09433629542208512,1,29.0,0.0,40,2738.0
225.0,41,2825.0,54.32692307692308,2.19641274885141,52,17,500.0,0.17490720606715462,14,1245.0,0.14767997436350533,10,1114.0,0.09437985001094623,0,0.0,1.0,41,2859.0
230.0,37,2945.0,55.56603773584906,2.5206210452344897,53,13,539.0,0.21316695999835977,14,1315.0,0.07151200978931456,10,1152.0,0.15518802668355866,0,0.0,0.5801424610262828,37,3006.0
235.0,36,3088.0,56.14545454545455,3.193500001604871,55,12,558.0,0.15260229119634752,15,1389.0,0.1463233997179804,9,1190.0,0.15028467783754548,0,2.0,0.832065669283509,36,3139.0
