step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,0_stopped,0_accumulated_waiting_time,0_average_speed,1_stopped,1_accumulated_waiting_time,1_average_speed,10_stopped,10_accumulated_waiting_time,10_average_speed,11_stopped,11_accumulated_waiting_time,11_average_speed,12_stopped,12_accumulated_waiting_time,12_average_speed,13_stopped,13_accumulated_waiting_time,13_average_speed,14_stopped,14_accumulated_waiting_time,14_average_speed,15_stopped,15_accumulated_waiting_time,15_average_speed,2_stopped,2_accumulated_waiting_time,2_average_speed,3_stopped,3_accumulated_waiting_time,3_average_speed,4_stopped,4_accumulated_waiting_time,4_average_speed,5_stopped,5_accumulated_waiting_time,5_average_speed,6_stopped,6_accumulated_waiting_time,6_average_speed,7_stopped,7_accumulated_waiting_time,7_average_speed,8_stopped,8_accumulated_waiting_time,8_average_speed,9_stopped,9_accumulated_waiting_time,9_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
5.0,0,0.0,0.0,12.65440748988403,0,0.0,0.9295901873450739,0,0.0,0.9288334392374797,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9267793709460461,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9269697406536208,0,0.0,0.9301324818366097,0,0.0,0.931423825194525,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9297096785731509,0,0.0,1.0,0,0.0
10.0,0,0.0,0.0,13.325339011910494,0,0.0,0.9629987031180158,0,0.0,0.9671368596794048,0,0.0,1.0,0,0.0,1.0,0,0.0,0.967381371836215,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9657819745676668,0,0.0,0.9662468476203099,0,0.0,0.9654309691857055,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9550092778707748,0,0.0,1.0,0,0.0
15.0,4,8.0,0.2,11.42305786543513,1,2.0,0.831849578931309,0,0.0,0.9150029886424189,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9564659978354033,0,0.0,0.7939814739492715,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9677709346330552,1,2.0,0.7015188210216501,1,2.0,0.650955165183962,0,0.0,0.909017925276776,0,0.0,0.936780450416567,0,0.0,1.0,1,2.0,0.6888180041069762,0,0.0,1.0,4,8.0
20.0,4,18.0,0.32142857142857145,10.569769256274228,2,9.0,0.6433293062057354,0,0.0,0.9536223095061589,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9502921782747267,0,0.0,0.9515687725101927,0,0.0,1.0,0,0.0,1.0,0,0.0,0.7331369298833768,2,9.0,0.556511880208627,0,0.0,0.711838735446499,0,3.0,0.7664841618514376,0,0.0,0.9794107393637252,0,0.0,1.0,0,0.0,0.7355165225587414,0,3.0,0.3900827642036998,4,24.0
25.0,6,31.0,0.4305555555555556,10.807437064863771,4,24.0,0.5925020773859607,0,0.0,0.8815719857165014,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9619837568634809,0,0.0,0.8088393529635394,0,0.0,1.0,0,0.0,1.0,2,7.0,0.5041961768455888,0,3.0,0.6302704804615742,0,0.0,0.9558790221991432,0,3.0,0.9405319821497657,0,0.0,0.7921918495133052,0,2.0,0.412506061240107,0,0.0,0.9610999509937236,0,3.0,0.9203095849515737,6,42.0
30.0,11,62.0,0.775,9.857908788972718,6,49.0,0.432688316455842,2,7.0,0.7151561543751753,0,0.0,1.0,0,0.0,1.0,0,0.0,0.5681225681049122,0,0.0,0.9410482148257598,0,0.0,0.6433468286255647,0,0.0,1.0,0,2.0,0.6004140301616256,0,0.0,0.8842557665471715,1,1.0,0.6677322532720322,0,3.0,0.9026113167988574,2,7.0,0.15394887201472182,0,4.0,0.8356317415219005,0,0.0,0.9719126919931308,0,3.0,0.9448185838155266,11,76.0
35.0,9,40.0,0.4166666666666667,9.297950731165315,2,41.0,0.4784429851140706,0,2.0,0.5341000663416686,0,0.0,0.9553615234250542,0,0.0,1.0,3,10.0,0.5109028516343032,0,0.0,1.0,0,0.0,0.9528820981312913,0,0.0,1.0,0,4.0,0.7725228627608581,0,0.0,0.9557912766165241,2,8.0,0.3885686154141851,0,0.0,0.5985649234485932,2,19.0,0.6343651039016688,0,4.0,0.9164433518412951,0,0.0,0.7803693010780639,0,0.0,0.9287831316556179,9,88.0
40.0,19,85.0,0.7589285714285714,8.954982450234569,2,14.0,0.5822805707610182,2,7.0,0.5357262989639022,0,2.0,0.8605851830038349,0,0.0,1.0,4,27.0,0.3757814024376922,0,0.0,1.0,0,0.0,0.9449621305020005,0,0.0,0.9403952529546581,0,4.0,0.8821059578862475,0,0.0,0.9505401348898944,5,31.0,0.5649572706951749,2,6.0,0.3057267888584773,0,4.0,0.9327740104309759,2,8.0,0.41500674740474003,2,7.0,0.5602150403036081,0,0.0,0.35119073975029536,19,110.0
45.0,20,135.0,1.125,7.523368284579667,2,6.0,0.4695989484016923,1,8.0,0.48191313329692226,0,4.0,0.7695770715874954,0,0.0,1.0,7,53.0,0.2582526580207031,0,2.0,0.39839243183222717,0,0.0,0.33380582169941453,0,0.0,0.9584235371190938,0,4.0,0.8823995713635397,0,0.0,0.7079557853264955,6,58.0,0.5696519514598869,0,4.0,0.4052647035082247,0,0.0,0.8388032755511722,0,5.0,0.21537294167253748,4,23.0,0.37624918471837726,0,0.0,0.16935290423271668,20,167.0
50.0,37,245.0,1.8014705882352942,7.584436737400274,5,24.0,0.48553998326473213,1,12.0,0.7751024267581588,4,11.0,0.5383902286063204,0,4.0,0.8169844507360043,8,90.0,0.24008477325977642,0,4.0,0.856325004005411,4,14.0,0.00024002586716401428,0,0.0,1.0,1,2.0,0.6428155338591055,3,7.0,0.6157897027212393,9,88.0,0.3693368460321532,0,4.0,0.8412972801744395,2,5.0,0.2720329353976601,0,0.0,0.5911453389718347,0,16.0,0.5667435442094167,0,8.0,0.7027063560854558,37,289.0
